ide,ident,libelle,obs1,obs2,ident,perimetre,adr1,adr2,codepostal,ville,tel,nom1,prenom1,tel1,poste1,nbclasses,nbplaces,nbinscrits,libelle1,libelle2,pair,pairdebut,pairfin,impair,impairdebut,impairfin,ident,libelle1,motdirec,pairdebutbis,pairfinbis,impairdebutbis,impairfinbis,etablissement,rue
593,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,0005R,AVENUE DE L ABBE ST PIERRE,PIERRE,,,,,8,273
594,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,8585S,PLACE DE STALINGRAD,STALINGRAD,,,,,8,199
595,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4190P,AVENUE GUSTAVE STRESEMANN,STRESEMANN,,,,,8,96
596,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,8590X,AVENUE DE SULLY,SULLY,,,,,8,201
597,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,E/V.JAURES,4,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,7260B,AVENUE DU PRESIDENT WILSON,WILSON,,,,,8,175
598,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,SU31E,RUE FRANCOIS BOUGAULT,BOUGAULT,,,,,17,279
599,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,5130L,AVENUE LEON BOURGEOIS,BOURGEOIS,,,,,17,119
600,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,9,15,0080X,BOULEVARD ARISTIDE BRIAND,BRIAND,,,,,17,7
601,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,4170T,ALLEE DES GROS BUISSONS,BUISSONS,,,,,17,92
602,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,1533B,SQUARE DE LA CONCORDE,CONCORDE,,,,,17,46
603,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,3175L,AV D ESTOURNELLES DE CONSTANT,CONSTANT,,,,,17,57
604,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,8595C,RUE DU SYNDICAT DES CULTIVAT,CULTI,,,,,17,203
605,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,SU32E,RUE FLORENT DANCOURT,DANCOURT,,,,,17,280
606,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,P,82,9998,S,,,3555Z,AVENUE DE LA FOUILLEUSE,FOUILLEUSE,,,,,17,75
607,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,4175Y,RUE GROTIUS,GROTIUS,,,,,17,93
608,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,P,68,9998,P,27,9999,4735G,AVENUE JEAN JAURES,JAURES,,,,,17,109
609,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,SU30E,RUE ROBERT JOYEUX,JOYEUX,,,,,17,277
610,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,3160V,AVENUE EMMANUEL KANT,KANT,,,,,17,68
611,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,5040N,RUE KELLOG,KELLOG,,,,,17,115
612,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,0060A,AVENUE ALEXANDRE MAISTRASSE,MAISTRASSE,,,,,17,5
613,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,7115U,PLACE DE LA PAIX,PAIX,,,,,17,154
614,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,0005R,AVENUE DE L ABBE ST PIERRE,PIERRE,,,,,17,273
615,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,8585S,PLACE DE STALINGRAD,STALINGRAD,,,,,17,199
616,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,4190P,AVENUE GUSTAVE STRESEMANN,STRESEMANN,,,,,17,96
617,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,8590X,AVENUE DE SULLY,SULLY,,,,,17,201
618,WILSON/VJ,Périmètre Wilson et Vaillant Jaurès,,,M/WILSON,4,6 AVENUE DU PRESIDENT WILSON,,92150,SURESNES,01 40 99 15 65,LE BARS,Richard,01 40 99 15 65,,5,150,122,Maternelle Wilson,,T,,,T,,,7260B,AVENUE DU PRESIDENT WILSON,WILSON,,,,,17,175
